account_number,open_date,close_date,title,forename,middle_name,surname,address1,city,postcode,home_tel,mobile_tel,email,account_type,overdraft_limit,cash_card_number,account_number_min_ok,account_number_max_ok,open_date_min_ok,open_date_max_ok,close_date_min_ok,close_date_max_ok,address1_nonnull_ok,city_nonnull_ok,postcode_nonnull_ok,postcode_nodups_ok,home_tel_nonnull_ok,mobile_tel_nonnull_ok,mobile_tel_nodups_ok,email_max_length_ok,email_nodups_ok,account_type_min_length_ok,account_type_max_length_ok,account_type_nonnull_ok,account_type_values_ok,cash_card_number_nodups_ok,n_failures
12997951,2007-10-01,2016-06-03,Ms,Grace,Darcey,Reid,604 Eyre Crescent,Aldershot,IF65 0PN,0463 027 1450,0776 078 0175,grace.reid234@googlemail.co.uk,current,0,1202 8652 2480 6579,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12997953,2013-05-16,,Dr,Arthur,Rory,McKenzie,53 Railway Crescent,Tewin,NZ07 2ZI,0635 317 8098,0789 569 8869,arthur.mckenzie00@yahoo.com,current+,8800,1202 8671 1680 5811,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12997974,2014-01-01,,Mr,Harvey,Jake,Simpson,51 Quarry Bridge,Ipswich,DU8 2XI,0673 999 4413,0787 244 0457,h8t1u34xyfhi@googlemail.com,current,11000,1202 8643 6449 3178,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12997981,2007-03-12,,Ms,Mila,,Mills,64 Quarry Road,Tewin,TU8 3TD,0509 341 3474,0754 225 8948,mila32012@yahoo.co.uk,current,7900,1202 8677 8449 7131,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12998107,2008-05-13,,Dr,Felix,,Allen,195 Undertaker's Road,Inverness,VJ95 1CO,0777 053 7214,0706 818 4635,felix3991@gmail.com,current,13600,1202 8654 2637 7616,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12998363,2003-08-28,,Dr,Oliver,,Millar,20 Trewberry Road,Hull,JW57 1LL,0133 457 3922,0777 149 3402,oliver610916@hotmail.com,offset,7800,1202 8616 7393 7039,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12998403,2011-10-23,,Mrs,Elodie,,Kerr,858 Hereford ,St Albans,QY57 1OD,0360 737 1527,0757 120 2398,elodie.kerr7@runbox.com,current,0,1202 8675 3341 5080,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12998534,2013-08-17,,Mr,Jacob,,Martin,9 Inchhill Street,Watford,SN36 1BD,0325 266 9141,0729 236 3804,jacob17948@googlemail.com,current,0,1202 8668 1422 0686,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12998636,2016-04-15,,Mr,Ethan,,Watt,267 Sprawlbridge Close,Leeds,ZG23 1QS,0740 971 1043,0739 222 3944,ethan25038@runbox.com,current+,13700,1202 8652 1374 7466,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12998716,2005-08-19,,Mr,Charles,,Johnstone,49 Downwater Bridge,Peterborough,AW82 4HE,0826 629 9685,0722 293 0960,i3q8xhrm0b1q@googlemail.com,current,16900,1202 8646 3350 3121,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12998786,2015-07-06,,Mr,Henry,,Williams,6 Peopleshome Road,Watford,XX47 6PM,0230 421 0009,0796 209 0127,henry279730@runbox.com,basic,8300,1202 8669 8794 8553,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12998849,2012-02-23,,Miss,Phoebe,Florence,Black,637 Jewelmaker's Yards,Cardiff,DZ66 4ZR,0102 843 1372,0746 069 6357,x27gf853cty104b@googlemail.com,current+,13900,1202 8667 2081 8199,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12998878,2007-04-28,,Ms,Aisha,Maryam,Griffiths,14 Hereford Bridge,Aldershot,EV54 0MY,0303 315 5527,0716 921 1360,aisha185@gmail.co.uk,current,1000,1202 8685 4740 9074,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12998883,2013-01-01,,Ms,Phoebe,Scarlett,Ross,6 Workinghouse Crescent,Redford,ZW52 1WW,0567 336 3444,0756 963 0734,fe4u6e@hotmail.co.uk,current,13100,1202 8627 0285 2031,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12998991,2006-12-10,2011-02-02,Mrs,Layla,,MacKay,9 Jewelmaker's Street,Leeds,ZO60 8NU,0735 913 9438,0749 492 7902,layla.mackay1803@hotmail.co.uk,current,5400,1202 8668 6686 6075,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12999059,2003-12-28,,Miss,Ava,Hallie,Edwards,85 Kettleyards Crescent,Brighton,JV4 2YW,0398 363 2973,0723 106 3446,ava7516@hotmail.co.uk,offset,0,1202 8627 1897 2185,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12999069,2005-09-17,2014-04-16,Mrs,Tabitha,Violet,Brown,14 Sprawlbridge Rise,Lancaster,RS31 9ZG,0987 117 5157,0761 971 9142,tabitha.brown93@runbox.com,current,2200,1202 8613 2855 1227,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12999128,2013-03-14,,Ms,Francesca,Megan,Richardson,68 Gartonside Street,Inverness,OV2 6SK,0876 444 7645,0747 260 4191,francesca698@yahoo.co.uk,current,8000,1202 8600 4636 3038,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12999176,2013-01-06,2016-03-28,Ms,Rose,,Hughes,77 Lightmaker Close,Hitchin,OG9 0CH,0241 311 4632,0796 874 0881,rose.hughes44@gmail.com,current,0,1202 8689 0630 5416,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12999289,2003-03-30,2009-02-03,Mr,Louie,David,Davies,76 Railway Street,Peterborough,BP2 0CI,0397 208 8388,0729 657 7318,louie.davies61@hotmail.com,current,5000,1202 8699 6263 3884,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12999334,2004-09-26,,Mr,Elliot,,Phillips,79 Lightmaker Bridge,Stevenage,IN57 7AE,0742 805 3152,0719 209 0474,vz7g38ruwudfbh7l@runbox.com,current,0,1202 8672 1236 7891,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12999370,2015-11-05,,Mr,Mohammed,Albert,Sutherland,94 Workinghouse ,Ashby de la Zouch,LJ57 9PQ,0741 365 1300,0784 159 5298,mohammed.sutherland3@googlemail.com,current,13600,1202 8616 6168 6742,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12999375,2016-03-26,,Mrs,Elsie,,Marshall,70 Quarry Close,Tewin,NM0 1AJ,0787 402 6472,0798 752 9615,jfvhly9h6yashfu@gmail.com,current,0,1202 8651 1713 9363,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12999930,2013-11-29,,Mr,Kris,,Jenkins,62 Broad Bridge,Hatfield,OE24 6NF,0859 781 4609,0709 108 8265,kris.jenkins421@googlemail.co.uk,current,1700,1202 8643 7878 7800,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
